GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G3800550","2014-2018",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, North Dakota",9608,"McLean County, North Dakota",0
"G3800570","2014-2018",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, North Dakota",8570,"Mercer County, North Dakota",0
"G3800590","2014-2018",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morton County, North Dakota",30544,"Morton County, North Dakota",0
"G3800610","2014-2018",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountrail County, North Dakota",10152,"Mountrail County, North Dakota",0
"G3800630","2014-2018",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, North Dakota",2920,"Nelson County, North Dakota",0
"G3800650","2014-2018",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oliver County, North Dakota",1837,"Oliver County, North Dakota",92
"G3800670","2014-2018",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pembina County, North Dakota",7016,"Pembina County, North Dakota",0
"G3800690","2014-2018",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, North Dakota",4210,"Pierce County, North Dakota",0
"G3800710","2014-2018",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, North Dakota",11557,"Ramsey County, North Dakota",0
"G3800730","2014-2018",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ransom County, North Dakota",5361,"Ransom County, North Dakota",0
"G3800750","2014-2018",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, North Dakota",2495,"Renville County, North Dakota",0
"G3800770","2014-2018",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, North Dakota",16288,"Richland County, North Dakota",0
"G3800790","2014-2018",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolette County, North Dakota",14603,"Rolette County, North Dakota",0
"G3800810","2014-2018",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sargent County, North Dakota",3883,"Sargent County, North Dakota",0
"G3800830","2014-2018",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, North Dakota",1405,"Sheridan County, North Dakota",92
"G3800850","2014-2018",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, North Dakota",4413,"Sioux County, North Dakota",0
"G3800870","2014-2018",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slope County, North Dakota",704,"Slope County, North Dakota",70
"G3800890","2014-2018",,,"North Dakota","38","Stark County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, North Dakota",30876,"Stark County, North Dakota",0
"G3800910","2014-2018",,,"North Dakota","38","Steele County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, North Dakota",1910,"Steele County, North Dakota",0
"G3800930","2014-2018",,,"North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stutsman County, North Dakota",21064,"Stutsman County, North Dakota",0
"G3800950","2014-2018",,,"North Dakota","38","Towner County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Towner County, North Dakota",2246,"Towner County, North Dakota",0
"G3800970","2014-2018",,,"North Dakota","38","Traill County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traill County, North Dakota",8019,"Traill County, North Dakota",0
"G3800990","2014-2018",,,"North Dakota","38","Walsh County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walsh County, North Dakota",10802,"Walsh County, North Dakota",0
"G3801010","2014-2018",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ward County, North Dakota",69034,"Ward County, North Dakota",0
"G3801030","2014-2018",,,"North Dakota","38","Wells County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, North Dakota",4055,"Wells County, North Dakota",0
"G3801050","2014-2018",,,"North Dakota","38","Williams County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williams County, North Dakota",34061,"Williams County, North Dakota",0
"G3900010","2014-2018",,,"Ohio","39","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Ohio",27878,"Adams County, Ohio",0
"G3900030","2014-2018",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Ohio",103642,"Allen County, Ohio",0
"G3900050","2014-2018",,,"Ohio","39","Ashland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland County, Ohio",53477,"Ashland County, Ohio",0
"G3900070","2014-2018",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashtabula County, Ohio",98136,"Ashtabula County, Ohio",0
"G3900090","2014-2018",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens County, Ohio",65936,"Athens County, Ohio",0
"G3900110","2014-2018",,,"Ohio","39","Auglaize County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auglaize County, Ohio",45784,"Auglaize County, Ohio",0
"G3900130","2014-2018",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont County, Ohio",68472,"Belmont County, Ohio",0
"G3900150","2014-2018",,,"Ohio","39","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Ohio",43679,"Brown County, Ohio",0
"G3900170","2014-2018",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Ohio",378294,"Butler County, Ohio",0
"G3900190","2014-2018",,,"Ohio","39","Carroll County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Ohio",27578,"Carroll County, Ohio",0
"G3900210","2014-2018",,,"Ohio","39","Champaign County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Ohio",38864,"Champaign County, Ohio",0
"G3900230","2014-2018",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Ohio",135198,"Clark County, Ohio",0
"G3900250","2014-2018",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clermont County, Ohio",203216,"Clermont County, Ohio",0
"G3900270","2014-2018",,,"Ohio","39","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Ohio",41896,"Clinton County, Ohio",0
"G3900290","2014-2018",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbiana County, Ohio",104003,"Columbiana County, Ohio",0
"G3900310","2014-2018",,,"Ohio","39","Coshocton County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coshocton County, Ohio",36574,"Coshocton County, Ohio",0
"G3900330","2014-2018",,,"Ohio","39","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Ohio",42021,"Crawford County, Ohio",0
"G3900350","2014-2018",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuyahoga County, Ohio",1253783,"Cuyahoga County, Ohio",0
"G3900370","2014-2018",,,"Ohio","39","Darke County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darke County, Ohio",51734,"Darke County, Ohio",0
"G3900390","2014-2018",,,"Ohio","39","Defiance County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defiance County, Ohio",38279,"Defiance County, Ohio",0
"G3900410","2014-2018",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Ohio",197008,"Delaware County, Ohio",0
"G3900430","2014-2018",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, Ohio",75136,"Erie County, Ohio",0
"G3900450","2014-2018",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, Ohio",152910,"Fairfield County, Ohio",0
"G3900470","2014-2018",,,"Ohio","39","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Ohio",28645,"Fayette County, Ohio",0
"G3900490","2014-2018",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Ohio",1275333,"Franklin County, Ohio",0
"G3900510","2014-2018",,,"Ohio","39","Fulton County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Ohio",42305,"Fulton County, Ohio",0
"G3900530","2014-2018",,,"Ohio","39","Gallia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallia County, Ohio",30195,"Gallia County, Ohio",0
"G3900550","2014-2018",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geauga County, Ohio",93961,"Geauga County, Ohio",0
"G3900570","2014-2018",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Ohio",165811,"Greene County, Ohio",0
"G3900590","2014-2018",,,"Ohio","39","Guernsey County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guernsey County, Ohio",39274,"Guernsey County, Ohio",0
"G3900610","2014-2018",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Ohio",812037,"Hamilton County, Ohio",0
"G3900630","2014-2018",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Ohio",75690,"Hancock County, Ohio",0
"G3900650","2014-2018",,,"Ohio","39","Hardin County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Ohio",31542,"Hardin County, Ohio",0
"G3900670","2014-2018",,,"Ohio","39","Harrison County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Ohio",15307,"Harrison County, Ohio",0
"G3900690","2014-2018",,,"Ohio","39","Henry County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Ohio",27316,"Henry County, Ohio",0
"G3900710","2014-2018",,,"Ohio","39","Highland County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highland County, Ohio",43007,"Highland County, Ohio",0
"G3900730","2014-2018",,,"Ohio","39","Hocking County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hocking County, Ohio",28495,"Hocking County, Ohio",0
"G3900750","2014-2018",,,"Ohio","39","Holmes County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Ohio",43859,"Holmes County, Ohio",0
"G3900770","2014-2018",,,"Ohio","39","Huron County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huron County, Ohio",58457,"Huron County, Ohio",0
"G3900790","2014-2018",,,"Ohio","39","Jackson County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Ohio",32524,"Jackson County, Ohio",0
"G3900810","2014-2018",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Ohio",66886,"Jefferson County, Ohio",0
"G3900830","2014-2018",,,"Ohio","39","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Ohio",61215,"Knox County, Ohio",0
"G3900850","2014-2018",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Ohio",230052,"Lake County, Ohio",0
"G3900870","2014-2018",,,"Ohio","39","Lawrence County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Ohio",60622,"Lawrence County, Ohio",0
"G3900890","2014-2018",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Licking County, Ohio",172293,"Licking County, Ohio",0
"G3900910","2014-2018",,,"Ohio","39","Logan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Ohio",45307,"Logan County, Ohio",0
"G3900930","2014-2018",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lorain County, Ohio",306713,"Lorain County, Ohio",0
"G3900950","2014-2018",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Ohio",432379,"Lucas County, Ohio",0
"G3900970","2014-2018",,,"Ohio","39","Madison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Ohio",43988,"Madison County, Ohio",0
"G3900990","2014-2018",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahoning County, Ohio",231064,"Mahoning County, Ohio",0
"G3901010","2014-2018",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Ohio",65344,"Marion County, Ohio",0
"G3901030","2014-2018",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Ohio",177257,"Medina County, Ohio",0
"G3901050","2014-2018",,,"Ohio","39","Meigs County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meigs County, Ohio",23160,"Meigs County, Ohio",0
"G3901070","2014-2018",,,"Ohio","39","Mercer County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Ohio",40806,"Mercer County, Ohio",0
"G3901090","2014-2018",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Ohio",104800,"Miami County, Ohio",0
"G3901110","2014-2018",,,"Ohio","39","Monroe County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Ohio",14090,"Monroe County, Ohio",0
"G3901130","2014-2018",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Ohio",532034,"Montgomery County, Ohio",0
"G3901150","2014-2018",,,"Ohio","39","Morgan County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Ohio",14702,"Morgan County, Ohio",0
"G3901170","2014-2018",,,"Ohio","39","Morrow County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrow County, Ohio",34976,"Morrow County, Ohio",0
"G3901190","2014-2018",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskingum County, Ohio",86076,"Muskingum County, Ohio",0
"G3901210","2014-2018",,,"Ohio","39","Noble County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Ohio",14443,"Noble County, Ohio",0
"G3901230","2014-2018",,,"Ohio","39","Ottawa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa County, Ohio",40709,"Ottawa County, Ohio",0
"G3901250","2014-2018",,,"Ohio","39","Paulding County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paulding County, Ohio",18872,"Paulding County, Ohio",0
"G3901270","2014-2018",,,"Ohio","39","Perry County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Ohio",35985,"Perry County, Ohio",0
"G3901290","2014-2018",,,"Ohio","39","Pickaway County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickaway County, Ohio",57420,"Pickaway County, Ohio",0
"G3901310","2014-2018",,,"Ohio","39","Pike County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Ohio",28214,"Pike County, Ohio",0
"G3901330","2014-2018",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portage County, Ohio",162644,"Portage County, Ohio",0
"G3901350","2014-2018",,,"Ohio","39","Preble County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preble County, Ohio",41207,"Preble County, Ohio",0
"G3901370","2014-2018",,,"Ohio","39","Putnam County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Ohio",33969,"Putnam County, Ohio",0
"G3901390","2014-2018",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Ohio",121324,"Richland County, Ohio",0
"G3901410","2014-2018",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ross County, Ohio",77051,"Ross County, Ohio",0
"G3901430","2014-2018",,,"Ohio","39","Sandusky County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandusky County, Ohio",59299,"Sandusky County, Ohio",0
"G3901450","2014-2018",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scioto County, Ohio",76377,"Scioto County, Ohio",0
"G3901470","2014-2018",,,"Ohio","39","Seneca County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, Ohio",55475,"Seneca County, Ohio",0
"G3901490","2014-2018",,,"Ohio","39","Shelby County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Ohio",48797,"Shelby County, Ohio",0
"G3901510","2014-2018",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Ohio",373475,"Stark County, Ohio",0
"G3901530","2014-2018",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Ohio",541810,"Summit County, Ohio",0
"G3901550","2014-2018",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trumbull County, Ohio",201794,"Trumbull County, Ohio",0
"G3901570","2014-2018",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscarawas County, Ohio",92526,"Tuscarawas County, Ohio",0
"G3901590","2014-2018",,,"Ohio","39","Union County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Ohio",55654,"Union County, Ohio",0
"G3901610","2014-2018",,,"Ohio","39","Van Wert County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Wert County, Ohio",28281,"Van Wert County, Ohio",0
"G3901630","2014-2018",,,"Ohio","39","Vinton County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vinton County, Ohio",13111,"Vinton County, Ohio",0
"G3901650","2014-2018",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Ohio",226564,"Warren County, Ohio",0
"G3901670","2014-2018",,,"Ohio","39","Washington County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Ohio",60671,"Washington County, Ohio",0
"G3901690","2014-2018",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Ohio",116208,"Wayne County, Ohio",0
"G3901710","2014-2018",,,"Ohio","39","Williams County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williams County, Ohio",36936,"Williams County, Ohio",0
"G3901730","2014-2018",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, Ohio",129936,"Wood County, Ohio",0
"G3901750","2014-2018",,,"Ohio","39","Wyandot County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandot County, Ohio",22107,"Wyandot County, Ohio",0
"G4000010","2014-2018",,,"Oklahoma","40","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Oklahoma",22113,"Adair County, Oklahoma",0
"G4000030","2014-2018",,,"Oklahoma","40","Alfalfa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alfalfa County, Oklahoma",5857,"Alfalfa County, Oklahoma",0
"G4000050","2014-2018",,,"Oklahoma","40","Atoka County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atoka County, Oklahoma",13874,"Atoka County, Oklahoma",0
"G4000070","2014-2018",,,"Oklahoma","40","Beaver County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver County, Oklahoma",5415,"Beaver County, Oklahoma",0
"G4000090","2014-2018",,,"Oklahoma","40","Beckham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beckham County, Oklahoma",22621,"Beckham County, Oklahoma",0
"G4000110","2014-2018",,,"Oklahoma","40","Blaine County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Oklahoma",9634,"Blaine County, Oklahoma",0
"G4000130","2014-2018",,,"Oklahoma","40","Bryan County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bryan County, Oklahoma",45759,"Bryan County, Oklahoma",0
"G4000150","2014-2018",,,"Oklahoma","40","Caddo County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caddo County, Oklahoma",29342,"Caddo County, Oklahoma",0
"G4000170","2014-2018",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canadian County, Oklahoma",136710,"Canadian County, Oklahoma",0
"G4000190","2014-2018",,,"Oklahoma","40","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Oklahoma",48406,"Carter County, Oklahoma",0
"G4000210","2014-2018",,,"Oklahoma","40","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Oklahoma",48599,"Cherokee County, Oklahoma",0
"G4000230","2014-2018",,,"Oklahoma","40","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Oklahoma",14886,"Choctaw County, Oklahoma",0
"G4000250","2014-2018",,,"Oklahoma","40","Cimarron County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cimarron County, Oklahoma",2189,"Cimarron County, Oklahoma",0
"G4000270","2014-2018",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Oklahoma",276733,"Cleveland County, Oklahoma",0
"G4000290","2014-2018",,,"Oklahoma","40","Coal County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coal County, Oklahoma",5618,"Coal County, Oklahoma",0
"G4000310","2014-2018",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Oklahoma",122561,"Comanche County, Oklahoma",0
